item_ID,title,original_language,runtime,release_date,budget,revenue,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Foreign,Genre_History,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Science Fiction,Genre_TV Movie,Genre_Thriller,Genre_War,Genre_Western
1408,Cutthroat Island,en,119.0,1995-12-22,98000000,10017322.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,Casino,en,178.0,1995-11-22,52000000,116112375.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Four Rooms,en,98.0,1995-12-09,4000000,4300000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,The City of Lost Children,fr,108.0,1995-05-16,18000000,1738611.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2054,Mr. Holland's Opus,en,137.0,1995-12-29,0,106269971.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
880,Antonia's Line,nl,102.0,1995-09-12,900000,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
688,The Bridges of Madison County,en,135.0,1995-05-28,24000000,182016617.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1873,Beyond Rangoon,en,100.0,1995-05-24,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
281,Strange Days,en,145.0,1995-10-13,42000000,7959291.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
76,Before Sunrise,en,105.0,1995-01-27,2500000,5535405.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1909,Don Juan DeMarco,en,97.0,1994-10-01,25000000,22200000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8984,Disclosure,en,123.0,1994-12-09,55000000,214015089.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
628,Interview with the Vampire,en,123.0,1994-11-11,60000000,223664608.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
11,Star Wars,en,121.0,1977-05-25,11000000,775398007.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1945,Nell,en,112.0,1994-12-23,31000000,106683817.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
527,Once Were Warriors,en,99.0,1994-09-02,0,2201126.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Leon: The Professional,fr,110.0,1994-09-14,16000000,45284974.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
110,Three Colors: Red,fr,99.0,1994-05-27,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
193,Star Trek: Generations,en,118.0,1994-11-17,38000000,120000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1587,What's Eating Gilbert Grape,en,118.0,1993-12-17,11000000,10032765.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2064,While You Were Sleeping,en,103.0,1995-04-21,17000000,182057016.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
236,Muriel's Wedding,en,106.0,1994-09-29,3000000,15119639.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2759,"The Adventures of Priscilla, Queen of the Desert",en,104.0,1994-05-31,0,11220670.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,Reality Bites,en,99.0,1994-02-18,11500000,20079850.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,"Faster, Pussycat! Kill! Kill!",en,83.0,1965-08-06,45000,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Beverly Hills Cop III,en,104.0,1994-05-24,50000000,119208989.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,Color of Night,en,121.0,1994-08-19,40000000,19726050.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
2087,The Getaway,en,115.0,1994-02-11,0,30.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,Hard Target,en,97.0,1993-08-20,18000000,74189677.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,Judgment Night,en,110.0,1993-10-15,0,12136938.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
329,Jurassic Park,en,127.0,1993-06-11,63000000,920100000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
507,Killing Zoe,en,96.0,1993-10-01,1500000,418961.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
788,Mrs. Doubtfire,en,125.0,1993-11-24,25000000,441286195.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1245,The Remains of the Day,en,134.0,1993-11-05,11500000,23237911.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2088,Romeo Is Bleeding,en,100.0,1993-09-13,11500000,3275585.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
858,Sleepless in Seattle,en,105.0,1993-06-24,21000000,227799884.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
319,True Romance,en,120.0,1993-09-09,12500000,12281551.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
280,Terminator 2: Judgment Day,en,137.0,1991-07-01,100000000,520000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2021,Jack & Sarah,en,110.0,1995-06-02,0,218626.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
954,Mission: Impossible,en,110.0,1996-05-22,80000000,457696359.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2300,Space Jam,en,88.0,1996-11-15,80000000,250200000.0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
922,Dead Man,en,121.0,1995-12-23,9000000,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
532,A Close Shave,en,30.0,1995-12-24,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1645,A Time to Kill,en,149.0,1996-07-24,40000000,152266007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
164,Breakfast at Tiffany's,en,110.0,1961-10-05,2500000,9500000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
426,Vertigo,en,128.0,1958-05-09,2479000,28000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
239,Some Like It Hot,en,122.0,1959-03-18,2883848,25000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,Casablanca,en,102.0,1942-11-26,878000,10462500.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6620,Sabrina,en,113.0,1954-09-28,2238813,10000000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
909,Meet Me in St. Louis,en,113.0,1944-11-23,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
599,Sunset Boulevard,en,110.0,1950-08-10,1752000,5000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,2001: A Space Odyssey,en,149.0,1968-04-10,10500000,68700000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
223,Rebecca,en,130.0,1940-04-12,1288000,6000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
303,Notorious,en,102.0,1946-08-15,2000000,24464742.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
381,To Catch a Thief,en,106.0,1955-08-03,2500000,8750000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
198,To Be or Not to Be,en,99.0,1942-03-05,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3083,Mr. Smith Goes to Washington,en,129.0,1939-10-19,1500000,9600000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
900,Bringing Up Baby,en,102.0,1938-02-18,1073000,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
260,The 39 Steps,en,86.0,1935-06-01,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
261,Cat on a Hot Tin Roof,en,108.0,1958-02-17,3000000,17570324.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
173,"20,000 Leagues Under the Sea",en,127.0,1954-12-23,5000000,28200000.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
562,Die Hard,en,131.0,1988-07-15,28000000,140767956.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
454,Romeo + Juliet,en,120.0,1996-10-31,14500000,147298761.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1834,"Murder, My Sweet",en,95.0,1944-12-09,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
252,Willy Wonka & the Chocolate Factory,en,100.0,1971-06-29,3000000,4000000.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
475,Bonnie and Clyde,en,111.0,1967-07-18,2500000,50700000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Dirty Dancing,en,100.0,1987-08-21,6000000,213954274.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
500,Reservoir Dogs,en,99.0,1992-09-02,1200000,14661007.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1103,Escape from New York,en,99.0,1981-05-22,6000000,50244700.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762,Monty Python and the Holy Grail,en,91.0,1975-03-13,400000,5028948.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
531,The Wrong Trousers,en,30.0,1993-12-17,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2469,Tie Me Up! Tie Me Down!,es,111.0,1989-12-12,0,0.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
185,A Clockwork Orange,en,136.0,1971-12-18,2200000,26589000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
595,To Kill a Mockingbird,en,129.0,1962-12-25,2000000,13129846.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Apocalypse Now,en,153.0,1979-08-15,31500000,89460381.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1892,Return of the Jedi,en,135.0,1983-05-23,32350000,572700000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
144,Wings of Desire,de,128.0,1987-01-01,2500000,3200000.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1092,The Third Man,en,104.0,1949-08-31,0,596349.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
348,Alien,en,117.0,1979-05-25,11000000,104931801.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
175,The Big Blue,fr,168.0,1988-05-11,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
539,Psycho,en,109.0,1960-06-16,806948,32000000.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
490,The Seventh Seal,sv,96.0,1957-02-16,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
218,The Terminator,en,108.0,1984-10-26,6400000,78371200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
379,Miller's Crossing,en,115.0,1990-09-21,14000000,5080409.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
207,Dead Poets Society,en,129.0,1989-06-02,16400000,235860116.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Stand by Me,en,89.0,1986-08-22,8000000,52287414.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
832,M,de,117.0,1931-05-11,0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
765,Evil Dead II,en,84.0,1987-03-13,3600000,5923044.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
105,Back to the Future,en,116.0,1985-07-03,19000000,381109762.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
903,Cool Hand Luke,en,126.0,1967-06-22,3000000,16217773.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3034,Young Frankenstein,en,106.0,1974-12-15,2800000,86273333.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
339,Night on Earth,en,129.0,1991-10-03,3500000,2015810.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
914,The Great Dictator,en,125.0,1940-10-15,2000000,11000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,High Noon,en,85.0,1952-03-27,730000,8000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
910,The Big Sleep,en,116.0,1946-08-23,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2640,Heathers,en,102.0,1988-10-01,0,1108462.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
89,Indiana Jones and the Last Crusade,en,127.0,1989-05-24,48000000,474171806.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Gandhi,en,191.0,1982-11-30,22000000,77737889.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
830,Forbidden Planet,en,98.0,1956-03-15,1900000,3250000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
377,A Nightmare on Elm Street,en,91.0,1984-11-14,1800000,25504513.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
653,Nosferatu,de,94.0,1922-03-15,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
145,Breaking the Waves,da,159.0,1996-05-13,0,3803298.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1573,Die Hard 2,en,124.0,1990-07-02,70000000,240031094.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
172,Star Trek V: The Final Frontier,en,107.0,1989-06-09,30000000,70200000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
154,Star Trek II: The Wrath of Khan,en,113.0,1982-06-03,12000000,96800000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
168,Star Trek IV: The Voyage Home,en,119.0,1986-11-25,24000000,133000000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
364,Batman Returns,en,126.0,1992-06-19,80000000,280000000.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4232,Scream,en,111.0,1996-12-20,14000000,173046663.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
784,Kolya,cs,105.0,1996-05-05,0,5770254.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1968,Fools Rush In,en,109.0,1997-02-14,0,29481428.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
18,The Fifth Element,en,126.0,1997-05-07,90000000,263920180.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
2058,Addicted to Love,en,100.0,1997-05-23,0,34673095.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33660,Shiloh,en,93.0,1996-11-30,0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1701,Con Air,en,115.0,1997-06-01,75000000,224012234.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1639,Speed 2: Cruise Control,en,121.0,1997-06-13,160000000,164508066.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
415,Batman & Robin,en,125.0,1997-06-20,125000000,238207122.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8874,My Best Friend's Wedding,en,105.0,1997-06-19,38000000,299288605.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
266,Contempt,fr,103.0,1963-10-21,900000,528428.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468,My Own Private Idaho,en,104.0,1991-10-17,2500000,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2118,L.A. Confidential,en,138.0,1997-09-19,35000000,126216940.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1959,Swept from the Sea,en,113.0,1998-01-23,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1281,Bean,en,85.0,1997-07-03,18000000,251212670.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4995,Boogie Nights,en,155.0,1997-09-11,15000000,43101594.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
489,Good Will Hunting,en,126.0,1997-12-05,10000000,225933435.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6283,MouseHunt,en,98.0,1997-12-19,38000000,122417389.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
597,Titanic,en,194.0,1997-11-18,200000000,1845034188.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
714,Tomorrow Never Dies,en,119.0,1997-12-11,110000000,333011068.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
586,Wag the Dog,en,97.0,1997-12-25,15000000,64256513.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Live Flesh,es,103.0,1997-10-28,0,1535558.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1965,A Perfect Murder,en,107.0,1998-06-05,60000000,128038368.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
95,Armageddon,en,151.0,1998-07-01,140000000,553799566.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
380,Rain Man,en,133.0,1988-12-11,25000000,412800000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Klute,en,114.0,1971-06-21,2500000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2108,The Breakfast Club,en,97.0,1985-02-15,1000000,51525171.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
928,Gremlins 2: The New Batch,en,106.0,1990-06-15,50000000,41482207.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
19,Metropolis,de,153.0,1927-01-10,92620000,650422.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
165,Back to the Future Part II,en,108.0,1989-11-20,40000000,332000000.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
196,Back to the Future Part III,en,118.0,1990-05-25,40000000,244527583.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
551,The Poseidon Adventure,en,117.0,1972-12-01,5000000,84563118.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,The Rapture,en,100.0,1991-10-04,1227401,1277401.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1779,Roger & Me,en,91.0,1989-09-01,160000,6706368.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
227,The Outsiders,en,91.0,1983-03-25,10000000,33697647.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
805,Rosemary's Baby,en,136.0,1968-06-12,3200000,33395426.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
4011,Beetlejuice,en,92.0,1988-02-29,15000000,73326666.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1580,Rope,en,80.0,1948-08-23,1500000,2200000.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
940,The Lady Vanishes,en,96.0,1938-07-26,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2762,Young and Innocent,en,83.0,1937-11-01,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2761,Secret Agent,en,86.0,1936-06-12,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
543,Blackmail,en,84.0,1929-06-30,0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
431,Cube,en,90.0,1997-09-09,250000,501818.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
